ID#;dialog
800636;... Hagrid's carrying?
800637;Neville, who is that?
800638;What's going on here, Neville?
800639;Behold, Nagini. Our work is done.
800640;No... NO!
800641;Stupid girl. You cry for that?
800642;While your hands ran dark with the blood of mothers and sons, fathers and daughters, brothers and sisters, his were clasped in prayer -- but it was a prayer for one and one only. While you battled courageously, until you could no longer will yourself to stand, he had long since fallen to his knees. While you cursed me until your voices grew ragged, he begged me for mercy in a voice as meek as a child's.
800643;So do not cry for that. He's not worthy of your tears. And do not despair of his betrayal. You were never in his heart. Not for one single solitary beat.
800644;Liar!
800645;Did you not hear me! Harry Potter is dead! From this day forward, you put your faith in me or suffer the consequences. HARRY POTTER Is
800646;Now is the time to declare yourself.
800647;Draco...
800648;Draco, don't be stupid --
800649;Come, Draco.
800650;He saved your life.
800651;Well done, Draco. Who will be next? Hm? Come now, don't be shy.
800652;Well, I must say, I'd hoped for better. Is this truly the best Hogwarts has to offer?
800653;Who might you be, young man?
800654;Neville Longbottom.
800655;Well, welcome, Neville. I'm sure we can find a place for you in our ranks.
800656;Someone has to do the washing.
800657;Now, now, Bellatrix. Let's not underestimate our young friend. By stepping forward, he lives to see another day...
800658;I'd like to say something.
800659;Very well, Neville. I'm sure we'd all be fascinated to hear what you have to say.
800660;It doesn't matter that Harry is gone. A troubled MURMUR ripples through the crowd.
800661;This isn't over.
800662;Potter! Harry turns. Draco's hand whips forward and -- to Harry's shock -- tosses him his wand. Ron GRINS.
800663;Well done, Malfoy!
800664;Confringo!
800665;The snake! We've got to kill the snake!
800666;Harry! Look out!
800667;Nagini! With me!
800668;Leave her!
800669;I said LEAVE HER!
800670;Nagini
800671;Die! Die
800672;Why do you live!
800673;Because I have something worth living for.
800674;Confringo!
800675;Come on, granny, give us your best.
800676;Back off, boys! She's mine!  You will never touch my chiidren again!
800677;Be thankful we only took one. Besides...
800678;Hermione!
800679;Yes!
800680;I don't want you to say anything you wouldn't say if we weren't about to be killed by a giant snake! It'll just ruin it!
800681;You were right.
800682;When you told Professor Snape it was failing you. It will always fail you.
800683;It belongs to me! I killed Snape!
800684;Together.
800685;What's the matter with her?
800686;There's more to me than incense and tea leaves, Mr. Finnegan.
800687;I told you: it's useless to you.
800688;Not exactly leaving the place better than we found it, are we?
800689;Can't make an omelette without breaking a few eggs.
800690;Something my mum used to say.
800691;Why didn't it work for him? The Elder wand.
800692;Because it answers to another.
800693;When he killed Snape, he thought the wand would become his. But the thing is... it never belonged to Snape.
800694;But that means...
800695;It answers to me.
800696;What do you reckon we should do with it?
800697;We?
800698;Well, it wasn't boring, was it?
800699;Together?
800700;Don't forget to give Professor Longbottom our best.
800701;Will there really be thestrals pulling the carriages?
800702;There's nothing scary about thestrals. They're gentle things. Anyway, you won't be going up to school in the carriages. You/'be going in the boats, remember?
800703;Dad?
800704;Yes?
800705;What if I'm put in Slytherin?
800706;Albus Severus Potter. You were named after two Headmasters of Hogwarts. One of them was a Slytherin. And he was probably the bravest man I ever knew.
800707;But just say I am --
800708;Then Slytherin House will have gained a wonderful wizard. But listen, if it means so much to you, you can choose Gryffindor. The Sorting Hat takes your choice into account.
800709;Really?
800710;Really.
800711;Ready?
800712;Ready.
